,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
28,Australia,England,Australia,162 runs,Melbourne,"Feb 13, 1999",ODI # 1406
29,New Zealand,South Africa,New Zealand,3 wickets,Dunedin,"Feb 14, 1999",ODI # 1407
30,New Zealand,South Africa,South Africa,7 wickets,Christchurch,"Feb 17, 1999",ODI # 1408
31,New Zealand,South Africa,New Zealand,7 wickets,Auckland,"Feb 20, 1999",ODI # 1409
32,Bangladesh,Pakistan,Pakistan,152 runs,Dhaka,"Mar 16, 1999",ODI # 1410
33,Pakistan,Sri Lanka,Pakistan,9 runs,Jamshedpur,"Mar 19, 1999",ODI # 1411
34,Kenya,Zimbabwe,Zimbabwe,133 runs,Dhaka,"Mar 19, 1999",ODI # 1412
35,Bangladesh,Kenya,Kenya,8 wickets,Dhaka,"Mar 20, 1999",ODI # 1413
36,Bangladesh,Zimbabwe,Zimbabwe,126 runs,Dhaka,"Mar 21, 1999",ODI # 1414
37,India,Sri Lanka,India,80 runs,Nagpur,"Mar 22, 1999",ODI # 1415
38,Kenya,Zimbabwe,Zimbabwe,64 runs,Dhaka,"Mar 23, 1999",ODI # 1416
39,India,Pakistan,Pakistan,143 runs,Jaipur,"Mar 24, 1999",ODI # 1417
40,Bangladesh,Kenya,Kenya,73 runs,Dhaka,"Mar 24, 1999",ODI # 1418
41,New Zealand,South Africa,no result,,Napier,"Mar 25, 1999",ODI # 1419
42,Bangladesh,Zimbabwe,Zimbabwe,3 wickets,Dhaka,"Mar 25, 1999",ODI # 1420
43,New Zealand,South Africa,South Africa,2 wickets,Napier,"Mar 26, 1999",ODI # 1421
44,New Zealand,South Africa,South Africa,143 runs,Auckland,"Mar 27, 1999",ODI # 1422
45,Pakistan,Sri Lanka,Sri Lanka,12 runs,Visakhapatnam,"Mar 27, 1999",ODI # 1423
46,Kenya,Zimbabwe,Zimbabwe,202 runs,Dhaka,"Mar 27, 1999",ODI # 1424
47,New Zealand,South Africa,no result,,Wellington,"Mar 30, 1999",ODI # 1425
48,India,Sri Lanka,India,51 runs,Pune,"Mar 30, 1999",ODI # 1426
49,India,Pakistan,Pakistan,7 wickets,Mohali,"Apr 1, 1999",ODI # 1427
50,India,Pakistan,Pakistan,123 runs,Bengaluru,"Apr 4, 1999",ODI # 1428
51,England,Pakistan,Pakistan,90 runs,Sharjah,"Apr 7, 1999",ODI # 1429
52,India,Pakistan,Pakistan,116 runs,Sharjah,"Apr 8, 1999",ODI # 1430
53,England,India,India,20 runs,Sharjah,"Apr 9, 1999",ODI # 1431
54,England,India,India,9 runs,Sharjah,"Apr 11, 1999",ODI # 1432
55,West Indies,Australia,West Indies,44 runs,Kingstown,"Apr 11, 1999",ODI # 1433
56,England,Pakistan,England,62 runs,Sharjah,"Apr 12, 1999",ODI # 1434
57,India,Pakistan,India,6 wickets,Sharjah,"Apr 13, 1999",ODI # 1435
58,West Indies,Australia,Australia,46 runs,St George's,"Apr 14, 1999",ODI # 1436
59,India,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 16, 1999",ODI # 1437
60,West Indies,Australia,West Indies,5 wickets,Port of Spain,"Apr 17, 1999",ODI # 1438
61,West Indies,Australia,Australia,20 runs,Port of Spain,"Apr 18, 1999",ODI # 1439
62,West Indies,Australia,tied,,Georgetown,"Apr 21, 1999",ODI # 1440
63,West Indies,Australia,Australia,4 wickets,Bridgetown,"Apr 24, 1999",ODI # 1441
64,West Indies,Australia,West Indies,8 wickets,Bridgetown,"Apr 25, 1999",ODI # 1442
65,England,Sri Lanka,England,8 wickets,Lord's,"May 14, 1999",ODI # 1443
66,India,South Africa,South Africa,4 wickets,Hove,"May 15, 1999",ODI # 1444
67,Kenya,Zimbabwe,Zimbabwe,5 wickets,Taunton,"May 15, 1999",ODI # 1445
68,Australia,Scotland,Australia,6 wickets,Worcester,"May 16, 1999",ODI # 1446
69,Pakistan,West Indies,Pakistan,27 runs,Bristol,"May 16, 1999",ODI # 1447
70,Bangladesh,New Zealand,New Zealand,6 wickets,Chelmsford,"May 17, 1999",ODI # 1448
71,England,Kenya,England,9 wickets,Canterbury,"May 18, 1999",ODI # 1449
72,India,Zimbabwe,Zimbabwe,3 runs,Leicester,"May 19, 1999",ODI # 1450
73,South Africa,Sri Lanka,South Africa,89 runs,Northampton,"May 19, 1999",ODI # 1451
74,Australia,New Zealand,New Zealand,5 wickets,Cardiff,"May 20, 1999",ODI # 1452
75,Pakistan,Scotland,Pakistan,94 runs,Chester-le-Street,"May 20, 1999",ODI # 1453
76,Bangladesh,West Indies,West Indies,7 wickets,Dublin,"May 21, 1999",ODI # 1454
77,England,South Africa,South Africa,122 runs,The Oval,"May 22, 1999",ODI # 1455
78,Sri Lanka,Zimbabwe,Sri Lanka,4 wickets,Worcester,"May 22, 1999",ODI # 1456
79,India,Kenya,India,94 runs,Bristol,"May 23, 1999",ODI # 1457
80,Australia,Pakistan,Pakistan,10 runs,Leeds,"May 23, 1999",ODI # 1458
81,Scotland,Bangladesh,Bangladesh,22 runs,Edinburgh,"May 24, 1999",ODI # 1459
82,New Zealand,West Indies,West Indies,7 wickets,Southampton,"May 24, 1999",ODI # 1460
83,England,Zimbabwe,England,7 wickets,Nottingham,"May 25, 1999",ODI # 1461
84,Kenya,South Africa,South Africa,7 wickets,Amstelveen,"May 26, 1999",ODI # 1462
85,India,Sri Lanka,India,157 runs,Taunton,"May 26, 1999",ODI # 1463
86,Australia,Bangladesh,Australia,7 wickets,Chester-le-Street,"May 27, 1999",ODI # 1464
87,Scotland,West Indies,West Indies,8 wickets,Leicester,"May 27, 1999",ODI # 1465
88,New Zealand,Pakistan,Pakistan,62 runs,Derby,"May 28, 1999",ODI # 1466
89,England,India,India,63 runs,Birmingham,"May 29-30, 1999",ODI # 1467
90,South Africa,Zimbabwe,Zimbabwe,48 runs,Chelmsford,"May 29, 1999",ODI # 1468
91,Kenya,Sri Lanka,Sri Lanka,45 runs,Southampton,"May 30, 1999",ODI # 1469
92,Australia,West Indies,Australia,6 wickets,Manchester,"May 30, 1999",ODI # 1470
93,Bangladesh,Pakistan,Bangladesh,62 runs,Northampton,"May 31, 1999",ODI # 1471
94,Scotland,New Zealand,New Zealand,6 wickets,Edinburgh,"May 31, 1999",ODI # 1472
95,Australia,India,Australia,77 runs,The Oval,"Jun 4, 1999",ODI # 1473
96,Pakistan,South Africa,South Africa,3 wickets,Nottingham,"Jun 5, 1999",ODI # 1474
97,New Zealand,Zimbabwe,no result,,Leeds,"Jun 6-7, 1999",ODI # 1475
98,India,Pakistan,India,47 runs,Manchester,"Jun 8, 1999",ODI # 1476
99,Australia,Zimbabwe,Australia,44 runs,Lord's,"Jun 9, 1999",ODI # 1477
100,New Zealand,South Africa,South Africa,74 runs,Birmingham,"Jun 10, 1999",ODI # 1478
101,Pakistan,Zimbabwe,Pakistan,148 runs,The Oval,"Jun 11, 1999",ODI # 1479
102,India,New Zealand,New Zealand,5 wickets,Nottingham,"Jun 12, 1999",ODI # 1480
103,Australia,South Africa,Australia,5 wickets,Leeds,"Jun 13, 1999",ODI # 1481
104,New Zealand,Pakistan,Pakistan,9 wickets,Manchester,"Jun 16, 1999",ODI # 1482
105,Australia,South Africa,tied,,Birmingham,"Jun 17, 1999",ODI # 1483
106,Australia,Pakistan,Australia,8 wickets,Lord's,"Jun 20, 1999",ODI # 1484
107,Sri Lanka,Australia,Australia,50 runs,Galle,"Aug 22, 1999",ODI # 1485
108,Australia,India,Australia,8 wickets,Galle,"Aug 23, 1999",ODI # 1486
109,Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Aug 25, 1999",ODI # 1487
110,Sri Lanka,Australia,Australia,27 runs,Colombo (RPS),"Aug 26, 1999",ODI # 1488
111,Australia,India,Australia,41 runs,Colombo (SSC),"Aug 28, 1999",ODI # 1489
112,Sri Lanka,India,India,23 runs,Colombo (SSC),"Aug 29, 1999",ODI # 1490
113,Sri Lanka,Australia,Sri Lanka,8 wickets,Colombo (RPS),"Aug 31, 1999",ODI # 1491
114,West Indies,Zimbabwe,West Indies,6 wickets,Singapore,"Sep 2, 1999",ODI # 1492
115,India,Zimbabwe,India,115 runs,Singapore,"Sep 4, 1999",ODI # 1493
116,India,West Indies,West Indies,42 runs,Singapore,"Sep 5, 1999",ODI # 1494
117,India,West Indies,no result,,Singapore,"Sep 7, 1999",ODI # 1495
118,India,West Indies,West Indies,4 wickets,Singapore,"Sep 8, 1999",ODI # 1496
119,India,West Indies,India,8 wickets,Toronto,"Sep 11, 1999",ODI # 1497
120,India,West Indies,West Indies,70 runs,Toronto,"Sep 12, 1999",ODI # 1498
121,India,West Indies,India,88 runs,Toronto,"Sep 14, 1999",ODI # 1499
122,Pakistan,West Indies,Pakistan,15 runs,Toronto,"Sep 16, 1999",ODI # 1500
123,Pakistan,West Indies,Pakistan,42 runs,Toronto,"Sep 18, 1999",ODI # 1501
124,Pakistan,West Indies,Pakistan,7 wickets,Toronto,"Sep 19, 1999",ODI # 1502
125,Kenya,Zimbabwe,Zimbabwe,3 wickets,Nairobi (Gym),"Sep 25, 1999",ODI # 1503
126,India,South Africa,India,8 wickets,Nairobi (Gym),"Sep 26, 1999",ODI # 1504
127,South Africa,Zimbabwe,South Africa,9 wickets,Nairobi (Gym),"Sep 28, 1999",ODI # 1505
128,Kenya,India,India,58 runs,Nairobi (Gym),"Sep 29, 1999",ODI # 1506
129,Kenya,South Africa,South Africa,24 runs,Nairobi (Gym),"Sep 30, 1999",ODI # 1507
130,India,Zimbabwe,India,107 runs,Nairobi (Gym),"Oct 1, 1999",ODI # 1508
131,India,South Africa,South Africa,26 runs,Nairobi (Gym),"Oct 3, 1999",ODI # 1509
132,Bangladesh,West Indies,West Indies,73 runs,Dhaka,"Oct 8, 1999",ODI # 1510
133,Bangladesh,West Indies,West Indies,109 runs,Dhaka,"Oct 9, 1999",ODI # 1511
134,Sri Lanka,West Indies,West Indies,3 wickets,Sharjah,"Oct 13, 1999",ODI # 1512
135,Pakistan,West Indies,Pakistan,130 runs,Sharjah,"Oct 14, 1999",ODI # 1513
136,Pakistan,Sri Lanka,tied,,Sharjah,"Oct 15, 1999",ODI # 1514
137,Sri Lanka,West Indies,Sri Lanka,9 wickets,Sharjah,"Oct 17, 1999",ODI # 1515
138,Pakistan,Sri Lanka,Pakistan,118 runs,Sharjah,"Oct 18, 1999",ODI # 1516
139,Pakistan,West Indies,Pakistan,138 runs,Sharjah,"Oct 19, 1999",ODI # 1517
140,Zimbabwe,Australia,Australia,83 runs,Bulawayo,"Oct 21, 1999",ODI # 1518
141,Pakistan,Sri Lanka,Pakistan,88 runs,Sharjah,"Oct 22, 1999",ODI # 1519
142,Zimbabwe,Australia,Australia,9 wickets,Harare,"Oct 23, 1999",ODI # 1520
143,Zimbabwe,Australia,Australia,9 wickets,Harare,"Oct 24, 1999",ODI # 1521
144,India,New Zealand,New Zealand,43 runs,Rajkot,"Nov 5, 1999",ODI # 1522
145,India,New Zealand,India,174 runs,Hyderabad (Deccan),"Nov 8, 1999",ODI # 1523
146,India,New Zealand,India,14 runs,Gwalior,"Nov 11, 1999",ODI # 1524
147,India,New Zealand,New Zealand,48 runs,Guwahati,"Nov 14, 1999",ODI # 1525
148,India,New Zealand,India,7 wickets,Delhi,"Nov 17, 1999",ODI # 1526
149,Zimbabwe,Sri Lanka,no result,,Bulawayo,"Dec 11, 1999",ODI # 1527
150,Zimbabwe,Sri Lanka,Sri Lanka,13 runs,Bulawayo,"Dec 12, 1999",ODI # 1528
151,Zimbabwe,Sri Lanka,Sri Lanka,98 runs,Harare,"Dec 15, 1999",ODI # 1529
152,Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Harare,"Dec 18, 1999",ODI # 1530
153,Zimbabwe,Sri Lanka,Zimbabwe,6 wickets,Harare,"Dec 19, 1999",ODI # 1531
