,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
51,India,England,England,5 wickets,Jamshedpur,"Apr 12, 2006",ODI # 2361
52,India,England,India,7 wickets,Indore,"Apr 15, 2006",ODI # 2362
53,India,Pakistan,Pakistan,6 wickets,Abu Dhabi,"Apr 18, 2006",ODI # 2363
54,India,Pakistan,India,51 runs,Abu Dhabi,"Apr 19, 2006",ODI # 2364
55,Bangladesh,Australia,Australia,4 wickets,Chittagong,"Apr 23, 2006",ODI # 2365
56,Bangladesh,Australia,Australia,67 runs,Fatullah,"Apr 26, 2006",ODI # 2366
57,Bangladesh,Australia,Australia,9 wickets,Fatullah,"Apr 28, 2006",ODI # 2367
58,West Indies,Zimbabwe,West Indies,5 wickets,St John's,"Apr 29, 2006",ODI # 2368
59,West Indies,Zimbabwe,West Indies,98 runs,St John's,"Apr 30, 2006",ODI # 2369
60,West Indies,Zimbabwe,West Indies,82 runs,Georgetown,"May 7, 2006",ODI # 2370
61,West Indies,Zimbabwe,West Indies,10 wickets,Gros Islet,"May 10, 2006",ODI # 2371
62,West Indies,Zimbabwe,no result,,Port of Spain,"May 13, 2006",ODI # 2372
63,West Indies,Zimbabwe,West Indies,104 runs,Port of Spain,"May 14, 2006",ODI # 2373
64,Canada,Zimbabwe,Zimbabwe,143 runs,Port of Spain,"May 16, 2006",ODI # 2374
65,Bermuda,Canada,Bermuda,3 wickets,Port of Spain,"May 17, 2006",ODI # 2375
66,Bermuda,Zimbabwe,Zimbabwe,194 runs,Port of Spain,"May 18, 2006",ODI # 2376
67,West Indies,India,India,5 wickets,Kingston,"May 18, 2006",ODI # 2377
68,Bermuda,Zimbabwe,Zimbabwe,83 runs,Port of Spain,"May 20, 2006",ODI # 2378
69,West Indies,India,West Indies,1 run,Kingston,"May 20, 2006",ODI # 2379
70,West Indies,India,West Indies,4 wickets,Basseterre,"May 23, 2006",ODI # 2380
71,West Indies,India,West Indies,6 wickets,Port of Spain,"May 26, 2006",ODI # 2381
72,West Indies,India,West Indies,19 runs,Port of Spain,"May 28, 2006",ODI # 2382
73,Ireland,England,England,38 runs,Belfast,"Jun 13, 2006",ODI # 2383
74,England,Sri Lanka,Sri Lanka,20 runs,Lord's,"Jun 17, 2006",ODI # 2384
75,England,Sri Lanka,Sri Lanka,46 runs,The Oval,"Jun 20, 2006",ODI # 2385
76,England,Sri Lanka,Sri Lanka,8 wickets,Chester-le-Street,"Jun 24, 2006",ODI # 2386
77,Scotland,Pakistan,Pakistan,5 wickets,Edinburgh,"Jun 27, 2006",ODI # 2387
78,England,Sri Lanka,Sri Lanka,33 runs,Manchester,"Jun 28, 2006",ODI # 2388
79,England,Sri Lanka,Sri Lanka,8 wickets,Leeds,"Jul 1, 2006",ODI # 2389
80,Netherlands,Sri Lanka,Sri Lanka,195 runs,Amstelveen,"Jul 4, 2006",ODI # 2390
81,Netherlands,Sri Lanka,Sri Lanka,55 runs,Amstelveen,"Jul 6, 2006",ODI # 2391
82,Zimbabwe,Bangladesh,Zimbabwe,2 wickets,Harare,"Jul 29, 2006",ODI # 2392
83,Zimbabwe,Bangladesh,Bangladesh,62 runs,Harare,"Jul 30, 2006",ODI # 2393
84,Zimbabwe,Bangladesh,Zimbabwe,2 wickets,Harare,"Aug 2, 2006",ODI # 2394
85,Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Harare,"Aug 4, 2006",ODI # 2395
86,Scotland,Ireland,Ireland,85 runs,Ayr,"Aug 5, 2006",ODI # 2396
87,Canada,Kenya,Kenya,108 runs,Toronto,"Aug 5, 2006",ODI # 2397
88,Zimbabwe,Bangladesh,Bangladesh,8 wickets,Harare,"Aug 6, 2006",ODI # 2398
89,Scotland,Netherlands,Scotland,4 wickets,Ayr,"Aug 6, 2006",ODI # 2399
90,Canada,Kenya,Kenya,5 wickets,Toronto,"Aug 6, 2006",ODI # 2400
91,Ireland,Netherlands,no result,,Ayr,"Aug 8, 2006",ODI # 2401
92,Kenya,Bangladesh,Bangladesh,6 wickets,Nairobi (Gym),"Aug 12, 2006",ODI # 2402
93,Kenya,Bangladesh,Bangladesh,2 wickets,Nairobi (Gym),"Aug 13, 2006",ODI # 2403
94,Kenya,Bangladesh,Bangladesh,6 wickets,Nairobi (Gym),"Aug 15, 2006",ODI # 2404
95,Sri Lanka,India,no result,,Colombo (SSC),"Aug 18-19, 2006",ODI # 2405
96,Canada,Bermuda,Bermuda,6 wickets,Toronto,"Aug 19, 2006",ODI # 2406
97,Canada,Bermuda,Bermuda,11 runs,Toronto,"Aug 21, 2006",ODI # 2407
98,England,Pakistan,no result,,Cardiff,"Aug 30, 2006",ODI # 2408
99,England,Pakistan,Pakistan,7 wickets,Lord's,"Sep 2, 2006",ODI # 2409
100,England,Pakistan,Pakistan,2 wickets,Southampton,"Sep 5, 2006",ODI # 2410
101,England,Pakistan,England,8 wickets,Nottingham,"Sep 8, 2006",ODI # 2411
102,England,Pakistan,England,3 wickets,Birmingham,"Sep 10, 2006",ODI # 2412
103,Australia,West Indies,Australia,78 runs,Kuala Lumpur,"Sep 12, 2006",ODI # 2413
104,India,West Indies,West Indies,29 runs,Kuala Lumpur,"Sep 14, 2006",ODI # 2414
105,South Africa,Zimbabwe,South Africa,5 wickets,Bloemfontein,"Sep 15, 2006",ODI # 2415
106,Australia,India,no result,,Kuala Lumpur,"Sep 16, 2006",ODI # 2416
107,Australia,West Indies,West Indies,3 wickets,Kuala Lumpur,"Sep 18, 2006",ODI # 2417
108,South Africa,Zimbabwe,South Africa,6 wickets,East London,"Sep 18, 2006",ODI # 2418
109,India,West Indies,India,16 runs,Kuala Lumpur,"Sep 20, 2006",ODI # 2419
110,South Africa,Zimbabwe,South Africa,171 runs,Potchefstroom,"Sep 20, 2006",ODI # 2420
111,Australia,India,Australia,18 runs,Kuala Lumpur,"Sep 22, 2006",ODI # 2421
112,Australia,West Indies,Australia,127 runs,Kuala Lumpur,"Sep 24, 2006",ODI # 2422
113,Bangladesh,Sri Lanka,Sri Lanka,37 runs,Mohali,"Oct 7, 2006",ODI # 2423
114,West Indies,Zimbabwe,West Indies,9 wickets,Ahmedabad,"Oct 8, 2006",ODI # 2424
115,Sri Lanka,Zimbabwe,Sri Lanka,144 runs,Ahmedabad,"Oct 10, 2006",ODI # 2425
116,Bangladesh,West Indies,West Indies,10 wickets,Jaipur,"Oct 11, 2006",ODI # 2426
117,Bangladesh,Zimbabwe,Bangladesh,101 runs,Jaipur,"Oct 13, 2006",ODI # 2427
118,Sri Lanka,West Indies,Sri Lanka,9 wickets,Mumbai (BS),"Oct 14, 2006",ODI # 2428
119,India,England,India,4 wickets,Jaipur,"Oct 15, 2006",ODI # 2429
120,New Zealand,South Africa,New Zealand,87 runs,Mumbai (BS),"Oct 16, 2006",ODI # 2430
121,Pakistan,Sri Lanka,Pakistan,4 wickets,Jaipur,"Oct 17, 2006",ODI # 2431
122,Australia,West Indies,West Indies,10 runs,Mumbai (BS),"Oct 18, 2006",ODI # 2432
123,New Zealand,Sri Lanka,Sri Lanka,7 wickets,Mumbai (BS),"Oct 20, 2006",ODI # 2433
124,Australia,England,Australia,6 wickets,Jaipur,"Oct 21, 2006",ODI # 2434
125,South Africa,Sri Lanka,South Africa,78 runs,Ahmedabad,"Oct 24, 2006",ODI # 2435
126,New Zealand,Pakistan,New Zealand,51 runs,Mohali,"Oct 25, 2006",ODI # 2436
127,India,West Indies,West Indies,3 wickets,Ahmedabad,"Oct 26, 2006",ODI # 2437
128,Pakistan,South Africa,South Africa,124 runs,Mohali,"Oct 27, 2006",ODI # 2438
129,England,West Indies,England,3 wickets,Ahmedabad,"Oct 28, 2006",ODI # 2439
130,India,Australia,Australia,6 wickets,Mohali,"Oct 29, 2006",ODI # 2440
131,Australia,New Zealand,Australia,34 runs,Mohali,"Nov 1, 2006",ODI # 2441
132,South Africa,West Indies,West Indies,6 wickets,Jaipur,"Nov 2, 2006",ODI # 2442
133,Australia,West Indies,Australia,8 wickets,Mumbai (BS),"Nov 5, 2006",ODI # 2443
134,Kenya,Bermuda,Kenya,79 runs,Mombasa,"Nov 11, 2006",ODI # 2444
135,Kenya,Bermuda,Kenya,7 wickets,Mombasa,"Nov 12, 2006",ODI # 2445
136,Kenya,Bermuda,Kenya,104 runs,Mombasa,"Nov 14, 2006",ODI # 2446
137,South Africa,India,South Africa,157 runs,Durban,"Nov 22, 2006",ODI # 2447
138,Canada,Netherlands,Netherlands,17 runs,Potchefstroom,"Nov 26, 2006",ODI # 2448
139,South Africa,India,South Africa,106 runs,Cape Town,"Nov 26, 2006",ODI # 2449
140,Bermuda,Canada,Canada,5 wickets,Potchefstroom,"Nov 27, 2006",ODI # 2450
141,Bermuda,Netherlands,Netherlands,8 wickets,Potchefstroom,"Nov 28, 2006",ODI # 2451
142,South Africa,India,South Africa,80 runs,Port Elizabeth,"Nov 29, 2006",ODI # 2452
143,Bangladesh,Zimbabwe,Bangladesh,9 wickets,Khulna,"Nov 30, 2006",ODI # 2453
144,Bermuda,Canada,Canada,3 wickets,Benoni,"Nov 30, 2006",ODI # 2454
145,Canada,Netherlands,Netherlands,1 wicket,Benoni,"Dec 1, 2006",ODI # 2455
146,Bermuda,Netherlands,Bermuda,6 wickets,Benoni,"Dec 2, 2006",ODI # 2456
147,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Bogra,"Dec 3, 2006",ODI # 2457
148,South Africa,India,South Africa,9 wickets,Centurion,"Dec 3, 2006",ODI # 2458
149,Bangladesh,Zimbabwe,Bangladesh,26 runs,Bogra,"Dec 5, 2006",ODI # 2459
150,Pakistan,West Indies,Pakistan,2 wickets,Faisalabad,"Dec 7, 2006",ODI # 2460
151,Bangladesh,Zimbabwe,Bangladesh,8 wickets,Dhaka,"Dec 8, 2006",ODI # 2461
152,Bangladesh,Zimbabwe,Bangladesh,3 wickets,Dhaka,"Dec 9, 2006",ODI # 2462
153,Pakistan,West Indies,Pakistan,7 wickets,Lahore,"Dec 10, 2006",ODI # 2463
154,Pakistan,West Indies,West Indies,7 wickets,Multan,"Dec 13, 2006",ODI # 2464
155,Bangladesh,Scotland,Bangladesh,6 wickets,Chittagong,"Dec 15, 2006",ODI # 2465
156,Pakistan,West Indies,Pakistan,7 wickets,Karachi,"Dec 16, 2006",ODI # 2466
157,Bangladesh,Scotland,Bangladesh,146 runs,Dhaka,"Dec 17, 2006",ODI # 2467
158,New Zealand,Sri Lanka,Sri Lanka,7 wickets,Napier,"Dec 28, 2006",ODI # 2468
159,New Zealand,Sri Lanka,New Zealand,1 wicket,Queenstown,"Dec 31, 2006",ODI # 2469
