,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
46,Pakistan,Sri Lanka,Sri Lanka,9 runs,Sharjah,"Apr 12, 2002",ODI # 1829
47,New Zealand,Sri Lanka,Sri Lanka,46 runs,Sharjah,"Apr 14, 2002",ODI # 1830
48,New Zealand,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 15, 2002",ODI # 1831
49,Pakistan,Sri Lanka,Pakistan,217 runs,Sharjah,"Apr 17, 2002",ODI # 1832
50,Pakistan,New Zealand,Pakistan,153 runs,Karachi,"Apr 21, 2002",ODI # 1833
51,Pakistan,New Zealand,Pakistan,3 wickets,Rawalpindi,"Apr 24, 2002",ODI # 1834
52,Pakistan,New Zealand,Pakistan,66 runs,Lahore,"Apr 27, 2002",ODI # 1835
53,West Indies,India,India,7 wickets,Bridgetown,"May 29, 2002",ODI # 1836
54,West Indies,India,West Indies,7 wickets,Port of Spain,"Jun 1, 2002",ODI # 1837
55,West Indies,India,India,56 runs,Port of Spain,"Jun 2, 2002",ODI # 1838
56,West Indies,New Zealand,no result,,Kingston,"Jun 5, 2002",ODI # 1839
57,West Indies,New Zealand,West Indies,6 wickets,Gros Islet,"Jun 8, 2002",ODI # 1840
58,West Indies,New Zealand,West Indies,7 wickets,Gros Islet,"Jun 9, 2002",ODI # 1841
59,Australia,Pakistan,Australia,7 wickets,Melbourne (Docklands),"Jun 12, 2002",ODI # 1842
60,West Indies,New Zealand,New Zealand,9 runs,Port of Spain,"Jun 12, 2002",ODI # 1843
61,Australia,Pakistan,Pakistan,2 wickets,Melbourne (Docklands),"Jun 15, 2002",ODI # 1844
62,West Indies,New Zealand,West Indies,4 wickets,Kingstown,"Jun 16, 2002",ODI # 1845
63,Australia,Pakistan,Pakistan,91 runs,Brisbane,"Jun 19, 2002",ODI # 1846
64,England,Sri Lanka,England,44 runs,Nottingham,"Jun 27, 2002",ODI # 1847
65,England,India,India,6 wickets,Lord's,"Jun 29, 2002",ODI # 1848
66,India,Sri Lanka,India,4 wickets,The Oval,"Jun 30, 2002",ODI # 1849
67,England,Sri Lanka,England,3 wickets,Leeds,"Jul 2, 2002",ODI # 1850
68,England,India,no result,,Chester-le-Street,"Jul 4, 2002",ODI # 1851
69,India,Sri Lanka,India,4 wickets,Birmingham,"Jul 6, 2002",ODI # 1852
70,England,Sri Lanka,Sri Lanka,23 runs,Manchester,"Jul 7, 2002",ODI # 1853
71,England,India,England,64 runs,The Oval,"Jul 9, 2002",ODI # 1854
72,India,Sri Lanka,India,63 runs,Bristol,"Jul 11, 2002",ODI # 1855
73,England,India,India,2 wickets,Lord's,"Jul 13, 2002",ODI # 1856
74,Sri Lanka,Bangladesh,Sri Lanka,5 wickets,Colombo (SSC),"Aug 4, 2002",ODI # 1857
75,Sri Lanka,Bangladesh,Sri Lanka,8 wickets,Colombo (SSC),"Aug 5, 2002",ODI # 1858
76,Sri Lanka,Bangladesh,Sri Lanka,58 runs,Colombo (RPS),"Aug 7, 2002",ODI # 1859
77,Pakistan,South Africa,South Africa,54 runs,Tangier,"Aug 12, 2002",ODI # 1860
78,Pakistan,Sri Lanka,Pakistan,28 runs,Tangier,"Aug 14, 2002",ODI # 1861
79,South Africa,Sri Lanka,Sri Lanka,93 runs,Tangier,"Aug 15, 2002",ODI # 1862
80,Pakistan,Sri Lanka,Sri Lanka,39 runs,Tangier,"Aug 17, 2002",ODI # 1863
81,Pakistan,South Africa,South Africa,8 runs,Tangier,"Aug 18, 2002",ODI # 1864
82,South Africa,Sri Lanka,Sri Lanka,6 wickets,Tangier,"Aug 19, 2002",ODI # 1865
83,South Africa,Sri Lanka,Sri Lanka,27 runs,Tangier,"Aug 21, 2002",ODI # 1866
84,Kenya,Pakistan,Pakistan,4 wickets,Nairobi (Gym),"Aug 29, 2002",ODI # 1867
85,Australia,Pakistan,Australia,224 runs,Nairobi (Gym),"Aug 30, 2002",ODI # 1868
86,Kenya,Pakistan,Pakistan,7 wickets,Nairobi (Gym),"Sep 1, 2002",ODI # 1869
87,Kenya,Australia,Australia,8 wickets,Nairobi (Gym),"Sep 2, 2002",ODI # 1870
88,Australia,Pakistan,Australia,9 wickets,Nairobi (Gym),"Sep 4, 2002",ODI # 1871
89,Kenya,Australia,Australia,5 wickets,Nairobi (Gym),"Sep 5, 2002",ODI # 1872
90,Australia,Pakistan,no result,,Nairobi (Gym),"Sep 7, 2002",ODI # 1873
91,Sri Lanka,Pakistan,Sri Lanka,8 wickets,Colombo (RPS),"Sep 12, 2002",ODI # 1874
92,South Africa,West Indies,South Africa,2 wickets,Colombo (SSC),"Sep 13, 2002",ODI # 1875
93,India,Zimbabwe,India,14 runs,Colombo (RPS),"Sep 14, 2002",ODI # 1876
94,Australia,New Zealand,Australia,164 runs,Colombo (SSC),"Sep 15, 2002",ODI # 1877
95,Sri Lanka,Netherlands,Sri Lanka,206 runs,Colombo (RPS),"Sep 16, 2002",ODI # 1878
96,Kenya,West Indies,West Indies,29 runs,Colombo (SSC),"Sep 17, 2002",ODI # 1879
97,England,Zimbabwe,England,108 runs,Colombo (RPS),"Sep 18, 2002",ODI # 1880
98,Australia,Bangladesh,Australia,9 wickets,Colombo (SSC),"Sep 19, 2002",ODI # 1881
99,Kenya,South Africa,South Africa,176 runs,Colombo (RPS),"Sep 20, 2002",ODI # 1882
100,Netherlands,Pakistan,Pakistan,9 wickets,Colombo (SSC),"Sep 21, 2002",ODI # 1883
101,England,India,India,8 wickets,Colombo (RPS),"Sep 22, 2002",ODI # 1884
102,Bangladesh,New Zealand,New Zealand,167 runs,Colombo (SSC),"Sep 23, 2002",ODI # 1885
103,India,South Africa,India,10 runs,Colombo (RPS),"Sep 25, 2002",ODI # 1886
104,Sri Lanka,Australia,Sri Lanka,7 wickets,Colombo (RPS),"Sep 27, 2002",ODI # 1887
105,Sri Lanka,India,no result,,Colombo (RPS),"Sep 29, 2002",ODI # 1888
106,Sri Lanka,India,no result,,Colombo (RPS),"Sep 30, 2002",ODI # 1889
107,South Africa,Bangladesh,South Africa,168 runs,Potchefstroom,"Oct 3, 2002",ODI # 1890
108,South Africa,Bangladesh,South Africa,10 wickets,Benoni,"Oct 6, 2002",ODI # 1891
109,South Africa,Bangladesh,South Africa,7 wickets,Kimberley,"Oct 9, 2002",ODI # 1892
110,India,West Indies,West Indies,4 wickets,Jamshedpur,"Nov 6, 2002",ODI # 1893
111,India,West Indies,West Indies,7 wickets,Nagpur,"Nov 9, 2002",ODI # 1894
112,India,West Indies,India,81 runs,Rajkot,"Nov 12, 2002",ODI # 1895
113,India,West Indies,India,5 wickets,Ahmedabad,"Nov 15, 2002",ODI # 1896
114,India,West Indies,West Indies,5 wickets,Vadodara,"Nov 18, 2002",ODI # 1897
115,India,West Indies,India,3 wickets,Jodhpur,"Nov 21, 2002",ODI # 1898
116,Zimbabwe,Pakistan,Pakistan,7 runs,Bulawayo,"Nov 23, 2002",ODI # 1899
117,India,West Indies,West Indies,135 runs,Vijayawada,"Nov 24, 2002",ODI # 1900
118,Zimbabwe,Pakistan,Pakistan,104 runs,Bulawayo,"Nov 24, 2002",ODI # 1901
119,Zimbabwe,Pakistan,Pakistan,48 runs,Harare,"Nov 27, 2002",ODI # 1902
120,South Africa,Sri Lanka,South Africa,6 wickets,Johannesburg,"Nov 27, 2002",ODI # 1903
121,Bangladesh,West Indies,no result,,Chittagong,"Nov 29, 2002",ODI # 1904
122,South Africa,Sri Lanka,South Africa,177 runs,Centurion,"Nov 29, 2002",ODI # 1905
123,Zimbabwe,Pakistan,Pakistan,8 wickets,Harare,"Nov 30, 2002",ODI # 1906
124,Zimbabwe,Pakistan,Pakistan,70 runs,Harare,"Dec 1, 2002",ODI # 1907
125,South Africa,Sri Lanka,Sri Lanka,7 wickets,Benoni,"Dec 1, 2002",ODI # 1908
126,Bangladesh,West Indies,West Indies,84 runs,Dhaka,"Dec 2, 2002",ODI # 1909
127,Bangladesh,West Indies,West Indies,86 runs,Dhaka,"Dec 3, 2002",ODI # 1910
128,South Africa,Sri Lanka,South Africa,8 wickets,Kimberley,"Dec 4, 2002",ODI # 1911
129,South Africa,Sri Lanka,South Africa,6 wickets,Bloemfontein,"Dec 6, 2002",ODI # 1912
130,Zimbabwe,Kenya,no result,,Harare,"Dec 8, 2002",ODI # 1913
131,South Africa,Pakistan,South Africa,132 runs,Durban,"Dec 8, 2002",ODI # 1914
132,Zimbabwe,Kenya,Zimbabwe,47 runs,Kwekwe,"Dec 11, 2002",ODI # 1915
133,South Africa,Pakistan,Pakistan,182 runs,Port Elizabeth,"Dec 11, 2002",ODI # 1916
134,Australia,England,Australia,7 wickets,Sydney,"Dec 13, 2002",ODI # 1917
135,South Africa,Pakistan,South Africa,62 runs,East London,"Dec 13, 2002",ODI # 1918
136,Australia,England,Australia,89 runs,Melbourne,"Dec 15, 2002",ODI # 1919
137,Zimbabwe,Kenya,Zimbabwe,9 wickets,Bulawayo,"Dec 15, 2002",ODI # 1920
138,South Africa,Pakistan,South Africa,9 wickets,Paarl,"Dec 16, 2002",ODI # 1921
139,England,Sri Lanka,England,43 runs,Brisbane,"Dec 17, 2002",ODI # 1922
140,South Africa,Pakistan,South Africa,34 runs,Cape Town,"Dec 18, 2002",ODI # 1923
141,England,Sri Lanka,England,95 runs,Perth,"Dec 20, 2002",ODI # 1924
142,Australia,Sri Lanka,Australia,142 runs,Perth,"Dec 22, 2002",ODI # 1925
143,New Zealand,India,New Zealand,3 wickets,Auckland,"Dec 26, 2002",ODI # 1926
144,New Zealand,India,New Zealand,35 runs,Napier,"Dec 29, 2002",ODI # 1927
