,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
25,Bangladesh,India,India,9 wickets,Sharjah,"Apr 5, 1995",ODI # 993
26,Bangladesh,Sri Lanka,Sri Lanka,107 runs,Sharjah,"Apr 6, 1995",ODI # 994
27,India,Pakistan,Pakistan,97 runs,Sharjah,"Apr 7, 1995",ODI # 995
28,Bangladesh,Pakistan,Pakistan,6 wickets,Sharjah,"Apr 8, 1995",ODI # 996
29,India,Sri Lanka,India,8 wickets,Sharjah,"Apr 9, 1995",ODI # 997
30,Pakistan,Sri Lanka,Sri Lanka,5 wickets,Sharjah,"Apr 11, 1995",ODI # 998
31,India,Sri Lanka,India,8 wickets,Sharjah,"Apr 14, 1995",ODI # 999
32,England,West Indies,West Indies,5 wickets,Nottingham,"May 24-25, 1995",ODI # 1000
33,England,West Indies,England,25 runs,The Oval,"May 26, 1995",ODI # 1001
34,England,West Indies,England,73 runs,Lord's,"May 28, 1995",ODI # 1002
35,Pakistan,Sri Lanka,Pakistan,9 wickets,Gujranwala,"Sep 29, 1995",ODI # 1003
36,Pakistan,Sri Lanka,Sri Lanka,49 runs,Faisalabad,"Oct 1, 1995",ODI # 1004
37,Pakistan,Sri Lanka,Sri Lanka,4 wickets,Rawalpindi,"Oct 3, 1995",ODI # 1005
38,Sri Lanka,West Indies,Sri Lanka,6 runs,Sharjah,"Oct 11, 1995",ODI # 1006
39,Pakistan,Sri Lanka,Pakistan,82 runs,Sharjah,"Oct 12, 1995",ODI # 1007
40,Pakistan,West Indies,Pakistan,15 runs,Sharjah,"Oct 13, 1995",ODI # 1008
41,Pakistan,West Indies,West Indies,4 wickets,Sharjah,"Oct 15, 1995",ODI # 1009
42,Sri Lanka,West Indies,West Indies,4 runs,Sharjah,"Oct 16, 1995",ODI # 1010
43,Pakistan,Sri Lanka,Sri Lanka,8 wickets,Sharjah,"Oct 17, 1995",ODI # 1011
44,Sri Lanka,West Indies,Sri Lanka,50 runs,Sharjah,"Oct 20, 1995",ODI # 1012
45,Zimbabwe,South Africa,South Africa,134 runs,Harare,"Oct 21, 1995",ODI # 1013
46,Zimbabwe,South Africa,South Africa,112 runs,Harare,"Oct 22, 1995",ODI # 1014
47,India,New Zealand,New Zealand,8 wickets,Jamshedpur,"Nov 15, 1995",ODI # 1015
48,India,New Zealand,India,6 wickets,Amritsar,"Nov 18, 1995",ODI # 1016
49,India,New Zealand,India,5 wickets,Pune,"Nov 24, 1995",ODI # 1017
50,India,New Zealand,New Zealand,99 runs,Nagpur,"Nov 26, 1995",ODI # 1018
51,India,New Zealand,India,6 wickets,Mumbai (BS),"Nov 29, 1995",ODI # 1019
52,New Zealand,Pakistan,Pakistan,20 runs,Dunedin,"Dec 15, 1995",ODI # 1020
53,Sri Lanka,West Indies,Sri Lanka,4 wickets,Adelaide,"Dec 15, 1995",ODI # 1021
54,New Zealand,Pakistan,New Zealand,1 wicket,Christchurch,"Dec 17, 1995",ODI # 1022
55,Australia,West Indies,Australia,121 runs,Adelaide,"Dec 17, 1995",ODI # 1023
56,Australia,West Indies,Australia,24 runs,Melbourne,"Dec 19, 1995",ODI # 1024
57,New Zealand,Pakistan,Pakistan,54 runs,Wellington,"Dec 20, 1995",ODI # 1025
58,Australia,Sri Lanka,Australia,5 wickets,Sydney,"Dec 21, 1995",ODI # 1026
59,New Zealand,Pakistan,New Zealand,32 runs,Auckland,"Dec 23, 1995",ODI # 1027
