,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
34,Pakistan,Netherlands,Pakistan,8 wickets,Lahore,"Feb 26, 1996",ODI # 1062
35,Kenya,Zimbabwe,Zimbabwe,5 wickets,Patna,"Feb 27, 1996",ODI # 1063
36,New Zealand,U.A.E.,New Zealand,109 runs,Faisalabad,"Feb 27, 1996",ODI # 1064
37,India,Australia,Australia,16 runs,Mumbai,"Feb 27, 1996",ODI # 1065
38,Kenya,West Indies,Kenya,73 runs,Pune,"Feb 29, 1996",ODI # 1066
39,Pakistan,South Africa,South Africa,5 wickets,Karachi,"Feb 29, 1996",ODI # 1067
40,Australia,Zimbabwe,Australia,8 wickets,Nagpur,"Mar 1, 1996",ODI # 1068
41,Netherlands,U.A.E.,U.A.E.,7 wickets,Lahore,"Mar 1, 1996",ODI # 1069
42,India,Sri Lanka,Sri Lanka,6 wickets,Delhi,"Mar 2, 1996",ODI # 1070
43,Pakistan,England,Pakistan,7 wickets,Karachi,"Mar 3, 1996",ODI # 1071
44,Australia,West Indies,West Indies,4 wickets,Jaipur,"Mar 4, 1996",ODI # 1072
45,Netherlands,South Africa,South Africa,160 runs,Rawalpindi,"Mar 5, 1996",ODI # 1073
46,India,Zimbabwe,India,40 runs,Kanpur,"Mar 6, 1996",ODI # 1075
47,Sri Lanka,Kenya,Sri Lanka,144 runs,Kandy,"Mar 6, 1996",ODI # 1074
48,Pakistan,New Zealand,Pakistan,46 runs,Lahore,"Mar 6, 1996",ODI # 1076
49,England,Sri Lanka,Sri Lanka,5 wickets,Faisalabad,"Mar 9, 1996",ODI # 1077
50,India,Pakistan,India,39 runs,Bengaluru,"Mar 9, 1996",ODI # 1078
51,South Africa,West Indies,West Indies,19 runs,Karachi,"Mar 11, 1996",ODI # 1079
52,Australia,New Zealand,Australia,6 wickets,Chennai,"Mar 11, 1996",ODI # 1080
53,India,Sri Lanka,Sri Lanka,,Kolkata,"Mar 13, 1996",ODI # 1081
54,Australia,West Indies,Australia,5 runs,Mohali,"Mar 14, 1996",ODI # 1082
55,Australia,Sri Lanka,Sri Lanka,7 wickets,Lahore,"Mar 17, 1996",ODI # 1083
56,West Indies,New Zealand,West Indies,1 wicket,Kingston,"Mar 26, 1996",ODI # 1084
57,West Indies,New Zealand,New Zealand,4 wickets,Port of Spain,"Mar 29, 1996",ODI # 1085
58,West Indies,New Zealand,West Indies,7 wickets,Port of Spain,"Mar 30, 1996",ODI # 1086
59,Pakistan,Sri Lanka,no result,,Singapore,"Apr 1, 1996",ODI # 1087
60,Pakistan,Sri Lanka,Sri Lanka,34 runs,Singapore,"Apr 2, 1996",ODI # 1088
61,India,Sri Lanka,India,12 runs,Singapore,"Apr 3, 1996",ODI # 1089
62,West Indies,New Zealand,New Zealand,4 runs,Georgetown,"Apr 3, 1996",ODI # 1090
63,India,Pakistan,Pakistan,8 wickets,Singapore,"Apr 5, 1996",ODI # 1091
64,West Indies,New Zealand,West Indies,7 wickets,Kingstown,"Apr 6, 1996",ODI # 1092
65,Pakistan,Sri Lanka,Pakistan,43 runs,Singapore,"Apr 7, 1996",ODI # 1093
66,India,Pakistan,Pakistan,38 runs,Sharjah,"Apr 12, 1996",ODI # 1094
67,Pakistan,South Africa,South Africa,143 runs,Sharjah,"Apr 13, 1996",ODI # 1095
68,West Indies,Sri Lanka,Sri Lanka,35 runs,Port of Spain,"Apr 13, 1996",ODI # 1096
69,India,South Africa,South Africa,80 runs,Sharjah,"Apr 14, 1996",ODI # 1097
70,India,Pakistan,India,28 runs,Sharjah,"Apr 15, 1996",ODI # 1098
71,Pakistan,South Africa,South Africa,8 wickets,Sharjah,"Apr 16, 1996",ODI # 1099
72,India,South Africa,South Africa,5 wickets,Sharjah,"Apr 17, 1996",ODI # 1100
73,India,South Africa,South Africa,38 runs,Sharjah,"Apr 19, 1996",ODI # 1101
74,England,India,no result,,The Oval,"May 23-24, 1996",ODI # 1102
75,England,India,England,6 wickets,Leeds,"May 25, 1996",ODI # 1103
76,England,India,England,4 wickets,Manchester,"May 26-27, 1996",ODI # 1104
77,Australia,Zimbabwe,Australia,125 runs,Colombo (RPS),"Aug 26, 1996",ODI # 1105
78,Sri Lanka,India,Sri Lanka,9 wickets,Colombo (RPS),"Aug 28, 1996",ODI # 1106
79,England,Pakistan,England,5 wickets,Manchester,"Aug 29, 1996",ODI # 1107
80,Sri Lanka,Australia,Sri Lanka,4 wickets,Colombo (RPS),"Aug 30, 1996",ODI # 1108
81,England,Pakistan,England,107 runs,Birmingham,"Aug 31, 1996",ODI # 1109
82,India,Zimbabwe,India,7 wickets,Colombo (SSC),"Sep 1, 1996",ODI # 1110
83,England,Pakistan,Pakistan,2 wickets,Nottingham,"Sep 1, 1996",ODI # 1111
84,Sri Lanka,Zimbabwe,Sri Lanka,6 wickets,Colombo (SSC),"Sep 3, 1996",ODI # 1112
85,Australia,India,Australia,3 wickets,Colombo (SSC),"Sep 6, 1996",ODI # 1113
86,Sri Lanka,Australia,Sri Lanka,50 runs,Colombo (RPS),"Sep 7, 1996",ODI # 1114
87,India,Pakistan,India,8 wickets,Toronto,"Sep 16, 1996",ODI # 1115
88,India,Pakistan,Pakistan,2 wickets,Toronto,"Sep 17, 1996",ODI # 1116
89,India,Pakistan,India,55 runs,Toronto,"Sep 18, 1996",ODI # 1117
90,India,Pakistan,Pakistan,97 runs,Toronto,"Sep 21, 1996",ODI # 1118
91,India,Pakistan,Pakistan,52 runs,Toronto,"Sep 23, 1996",ODI # 1119
92,Kenya,Sri Lanka,Sri Lanka,7 wickets,Nairobi (Gym),"Sep 28, 1996",ODI # 1120
93,Pakistan,South Africa,South Africa,62 runs,Nairobi (Gym),"Sep 29, 1996",ODI # 1121
94,South Africa,Sri Lanka,Sri Lanka,2 wickets,Nairobi (Club),"Oct 1, 1996",ODI # 1122
95,Kenya,Pakistan,Pakistan,4 wickets,Nairobi (Aga),"Oct 2, 1996",ODI # 1123
96,Kenya,South Africa,South Africa,202 runs,Nairobi (Gym),"Oct 3, 1996",ODI # 1124
97,Pakistan,Sri Lanka,Pakistan,82 runs,Nairobi (Gym),"Oct 4, 1996",ODI # 1125
98,Pakistan,South Africa,South Africa,7 wickets,Nairobi (Gym),"Oct 6, 1996",ODI # 1126
99,India,South Africa,South Africa,47 runs,Hyderabad (Deccan),"Oct 17, 1996",ODI # 1127
100,Australia,South Africa,South Africa,7 wickets,Indore,"Oct 19, 1996",ODI # 1128
101,India,Australia,India,2 wickets,Bengaluru,"Oct 21, 1996",ODI # 1129
102,India,South Africa,South Africa,27 runs,Jaipur,"Oct 23, 1996",ODI # 1130
103,Australia,South Africa,South Africa,2 wickets,Faridabad,"Oct 25, 1996",ODI # 1131
104,India,South Africa,South Africa,5 wickets,Rajkot,"Oct 29, 1996",ODI # 1132
105,Pakistan,Zimbabwe,Pakistan,3 wickets,Quetta,"Oct 30, 1996",ODI # 1133
106,Australia,South Africa,South Africa,8 wickets,Guwahati,"Nov 1, 1996",ODI # 1134
107,Pakistan,Zimbabwe,Pakistan,9 wickets,Lahore,"Nov 1, 1996",ODI # 1135
108,Pakistan,Zimbabwe,Pakistan,78 runs,Peshawar,"Nov 3, 1996",ODI # 1136
109,India,Australia,India,5 runs,Mohali,"Nov 3, 1996",ODI # 1137
110,India,South Africa,India,35 runs,Mumbai,"Nov 6, 1996",ODI # 1138
111,New Zealand,Sri Lanka,New Zealand,29 runs,Sharjah,"Nov 7, 1996",ODI # 1139
112,Pakistan,Sri Lanka,Sri Lanka,75 runs,Sharjah,"Nov 8, 1996",ODI # 1140
113,New Zealand,Pakistan,Pakistan,4 wickets,Sharjah,"Nov 10, 1996",ODI # 1141
114,New Zealand,Sri Lanka,tied,,Sharjah,"Nov 11, 1996",ODI # 1142
115,Pakistan,Sri Lanka,Pakistan,8 wickets,Sharjah,"Nov 12, 1996",ODI # 1143
116,New Zealand,Pakistan,Pakistan,4 wickets,Sharjah,"Nov 13, 1996",ODI # 1144
117,New Zealand,Pakistan,Pakistan,41 runs,Sharjah,"Nov 15, 1996",ODI # 1145
118,Pakistan,New Zealand,Pakistan,11 runs,Gujranwala,"Dec 4, 1996",ODI # 1146
119,Australia,West Indies,Australia,5 wickets,Melbourne,"Dec 6, 1996",ODI # 1147
120,Pakistan,New Zealand,Pakistan,46 runs,Sialkot,"Dec 6, 1996",ODI # 1148
121,Australia,West Indies,Australia,8 wickets,Sydney,"Dec 8, 1996",ODI # 1149
122,Pakistan,New Zealand,New Zealand,7 wickets,Karachi,"Dec 8, 1996",ODI # 1150
123,India,South Africa,India,74 runs,Mumbai,"Dec 14, 1996",ODI # 1151
124,Australia,Pakistan,Pakistan,12 runs,Adelaide,"Dec 15, 1996",ODI # 1152
125,Zimbabwe,England,Zimbabwe,2 wickets,Bulawayo,"Dec 15, 1996",ODI # 1153
126,Pakistan,West Indies,West Indies,7 wickets,Adelaide,"Dec 17, 1996",ODI # 1154
