Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 1828,New Zealand,Pakistan,Pakistan,51 runs,Sharjah,"Apr 11, 2002"
ODI # 1829,Pakistan,Sri Lanka,Sri Lanka,9 runs,Sharjah,"Apr 12, 2002"
ODI # 1830,New Zealand,Sri Lanka,Sri Lanka,46 runs,Sharjah,"Apr 14, 2002"
ODI # 1831,New Zealand,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 15, 2002"
ODI # 1832,Pakistan,Sri Lanka,Pakistan,217 runs,Sharjah,"Apr 17, 2002"
ODI # 1833,Pakistan,New Zealand,Pakistan,153 runs,Karachi,"Apr 21, 2002"
ODI # 1834,Pakistan,New Zealand,Pakistan,3 wickets,Rawalpindi,"Apr 24, 2002"
ODI # 1835,Pakistan,New Zealand,Pakistan,66 runs,Lahore,"Apr 27, 2002"
ODI # 1836,West Indies,India,India,7 wickets,Bridgetown,"May 29, 2002"
ODI # 1837,West Indies,India,West Indies,7 wickets,Port of Spain,"Jun 1, 2002"
ODI # 1838,West Indies,India,India,56 runs,Port of Spain,"Jun 2, 2002"
ODI # 1839,West Indies,New Zealand,no result,,Kingston,"Jun 5, 2002"
ODI # 1840,West Indies,New Zealand,West Indies,6 wickets,Gros Islet,"Jun 8, 2002"
ODI # 1841,West Indies,New Zealand,West Indies,7 wickets,Gros Islet,"Jun 9, 2002"
ODI # 1842,Australia,Pakistan,Australia,7 wickets,Melbourne (Docklands),"Jun 12, 2002"
ODI # 1843,West Indies,New Zealand,New Zealand,9 runs,Port of Spain,"Jun 12, 2002"
ODI # 1844,Australia,Pakistan,Pakistan,2 wickets,Melbourne (Docklands),"Jun 15, 2002"
ODI # 1845,West Indies,New Zealand,West Indies,4 wickets,Kingstown,"Jun 16, 2002"
ODI # 1846,Australia,Pakistan,Pakistan,91 runs,Brisbane,"Jun 19, 2002"
ODI # 1847,England,Sri Lanka,England,44 runs,Nottingham,"Jun 27, 2002"
ODI # 1848,England,India,India,6 wickets,Lord's,"Jun 29, 2002"
ODI # 1849,India,Sri Lanka,India,4 wickets,The Oval,"Jun 30, 2002"
ODI # 1850,England,Sri Lanka,England,3 wickets,Leeds,"Jul 2, 2002"
ODI # 1851,England,India,no result,,Chester-le-Street,"Jul 4, 2002"
ODI # 1852,India,Sri Lanka,India,4 wickets,Birmingham,"Jul 6, 2002"
ODI # 1853,England,Sri Lanka,Sri Lanka,23 runs,Manchester,"Jul 7, 2002"
ODI # 1854,England,India,England,64 runs,The Oval,"Jul 9, 2002"
ODI # 1855,India,Sri Lanka,India,63 runs,Bristol,"Jul 11, 2002"
ODI # 1856,England,India,India,2 wickets,Lord's,"Jul 13, 2002"
ODI # 1857,Sri Lanka,Bangladesh,Sri Lanka,5 wickets,Colombo (SSC),"Aug 4, 2002"
ODI # 1858,Sri Lanka,Bangladesh,Sri Lanka,8 wickets,Colombo (SSC),"Aug 5, 2002"
ODI # 1859,Sri Lanka,Bangladesh,Sri Lanka,58 runs,Colombo (RPS),"Aug 7, 2002"
ODI # 1860,Pakistan,South Africa,South Africa,54 runs,Tangier,"Aug 12, 2002"
ODI # 1861,Pakistan,Sri Lanka,Pakistan,28 runs,Tangier,"Aug 14, 2002"
ODI # 1862,South Africa,Sri Lanka,Sri Lanka,93 runs,Tangier,"Aug 15, 2002"
ODI # 1863,Pakistan,Sri Lanka,Sri Lanka,39 runs,Tangier,"Aug 17, 2002"
ODI # 1864,Pakistan,South Africa,South Africa,8 runs,Tangier,"Aug 18, 2002"
ODI # 1865,South Africa,Sri Lanka,Sri Lanka,6 wickets,Tangier,"Aug 19, 2002"
ODI # 1866,South Africa,Sri Lanka,Sri Lanka,27 runs,Tangier,"Aug 21, 2002"
ODI # 1867,Kenya,Pakistan,Pakistan,4 wickets,Nairobi (Gym),"Aug 29, 2002"
ODI # 1868,Australia,Pakistan,Australia,224 runs,Nairobi (Gym),"Aug 30, 2002"
ODI # 1869,Kenya,Pakistan,Pakistan,7 wickets,Nairobi (Gym),"Sep 1, 2002"
ODI # 1870,Kenya,Australia,Australia,8 wickets,Nairobi (Gym),"Sep 2, 2002"
ODI # 1871,Australia,Pakistan,Australia,9 wickets,Nairobi (Gym),"Sep 4, 2002"
ODI # 1872,Kenya,Australia,Australia,5 wickets,Nairobi (Gym),"Sep 5, 2002"
ODI # 1873,Australia,Pakistan,no result,,Nairobi (Gym),"Sep 7, 2002"
ODI # 1874,Sri Lanka,Pakistan,Sri Lanka,8 wickets,Colombo (RPS),"Sep 12, 2002"
ODI # 1875,South Africa,West Indies,South Africa,2 wickets,Colombo (SSC),"Sep 13, 2002"
ODI # 1876,India,Zimbabwe,India,14 runs,Colombo (RPS),"Sep 14, 2002"
ODI # 1877,Australia,New Zealand,Australia,164 runs,Colombo (SSC),"Sep 15, 2002"
ODI # 1878,Sri Lanka,Netherlands,Sri Lanka,206 runs,Colombo (RPS),"Sep 16, 2002"
ODI # 1879,Kenya,West Indies,West Indies,29 runs,Colombo (SSC),"Sep 17, 2002"
ODI # 1880,England,Zimbabwe,England,108 runs,Colombo (RPS),"Sep 18, 2002"
ODI # 1881,Australia,Bangladesh,Australia,9 wickets,Colombo (SSC),"Sep 19, 2002"
ODI # 1882,Kenya,South Africa,South Africa,176 runs,Colombo (RPS),"Sep 20, 2002"
ODI # 1883,Netherlands,Pakistan,Pakistan,9 wickets,Colombo (SSC),"Sep 21, 2002"
ODI # 1884,England,India,India,8 wickets,Colombo (RPS),"Sep 22, 2002"
ODI # 1885,Bangladesh,New Zealand,New Zealand,167 runs,Colombo (SSC),"Sep 23, 2002"
ODI # 1886,India,South Africa,India,10 runs,Colombo (RPS),"Sep 25, 2002"
ODI # 1887,Sri Lanka,Australia,Sri Lanka,7 wickets,Colombo (RPS),"Sep 27, 2002"
ODI # 1888,Sri Lanka,India,no result,,Colombo (RPS),"Sep 29, 2002"
ODI # 1889,Sri Lanka,India,no result,,Colombo (RPS),"Sep 30, 2002"
ODI # 1890,South Africa,Bangladesh,South Africa,168 runs,Potchefstroom,"Oct 3, 2002"
ODI # 1891,South Africa,Bangladesh,South Africa,10 wickets,Benoni,"Oct 6, 2002"
ODI # 1892,South Africa,Bangladesh,South Africa,7 wickets,Kimberley,"Oct 9, 2002"
ODI # 1893,India,West Indies,West Indies,4 wickets,Jamshedpur,"Nov 6, 2002"
ODI # 1894,India,West Indies,West Indies,7 wickets,Nagpur,"Nov 9, 2002"
ODI # 1895,India,West Indies,India,81 runs,Rajkot,"Nov 12, 2002"
ODI # 1896,India,West Indies,India,5 wickets,Ahmedabad,"Nov 15, 2002"
ODI # 1897,India,West Indies,West Indies,5 wickets,Vadodara,"Nov 18, 2002"
ODI # 1898,India,West Indies,India,3 wickets,Jodhpur,"Nov 21, 2002"
ODI # 1899,Zimbabwe,Pakistan,Pakistan,7 runs,Bulawayo,"Nov 23, 2002"
ODI # 1900,India,West Indies,West Indies,135 runs,Vijayawada,"Nov 24, 2002"
ODI # 1901,Zimbabwe,Pakistan,Pakistan,104 runs,Bulawayo,"Nov 24, 2002"
ODI # 1902,Zimbabwe,Pakistan,Pakistan,48 runs,Harare,"Nov 27, 2002"
ODI # 1903,South Africa,Sri Lanka,South Africa,6 wickets,Johannesburg,"Nov 27, 2002"
ODI # 1904,Bangladesh,West Indies,no result,,Chittagong,"Nov 29, 2002"
ODI # 1905,South Africa,Sri Lanka,South Africa,177 runs,Centurion,"Nov 29, 2002"
ODI # 1906,Zimbabwe,Pakistan,Pakistan,8 wickets,Harare,"Nov 30, 2002"
ODI # 1907,Zimbabwe,Pakistan,Pakistan,70 runs,Harare,"Dec 1, 2002"
ODI # 1908,South Africa,Sri Lanka,Sri Lanka,7 wickets,Benoni,"Dec 1, 2002"
ODI # 1909,Bangladesh,West Indies,West Indies,84 runs,Dhaka,"Dec 2, 2002"
ODI # 1910,Bangladesh,West Indies,West Indies,86 runs,Dhaka,"Dec 3, 2002"
ODI # 1911,South Africa,Sri Lanka,South Africa,8 wickets,Kimberley,"Dec 4, 2002"
ODI # 1912,South Africa,Sri Lanka,South Africa,6 wickets,Bloemfontein,"Dec 6, 2002"
ODI # 1913,Zimbabwe,Kenya,no result,,Harare,"Dec 8, 2002"
ODI # 1914,South Africa,Pakistan,South Africa,132 runs,Durban,"Dec 8, 2002"
ODI # 1915,Zimbabwe,Kenya,Zimbabwe,47 runs,Kwekwe,"Dec 11, 2002"
ODI # 1916,South Africa,Pakistan,Pakistan,182 runs,Port Elizabeth,"Dec 11, 2002"
ODI # 1917,Australia,England,Australia,7 wickets,Sydney,"Dec 13, 2002"
ODI # 1918,South Africa,Pakistan,South Africa,62 runs,East London,"Dec 13, 2002"
ODI # 1919,Australia,England,Australia,89 runs,Melbourne,"Dec 15, 2002"
ODI # 1920,Zimbabwe,Kenya,Zimbabwe,9 wickets,Bulawayo,"Dec 15, 2002"
ODI # 1921,South Africa,Pakistan,South Africa,9 wickets,Paarl,"Dec 16, 2002"
ODI # 1922,England,Sri Lanka,England,43 runs,Brisbane,"Dec 17, 2002"
ODI # 1923,South Africa,Pakistan,South Africa,34 runs,Cape Town,"Dec 18, 2002"
ODI # 1924,England,Sri Lanka,England,95 runs,Perth,"Dec 20, 2002"
ODI # 1925,Australia,Sri Lanka,Australia,142 runs,Perth,"Dec 22, 2002"
ODI # 1926,New Zealand,India,New Zealand,3 wickets,Auckland,"Dec 26, 2002"
ODI # 1927,New Zealand,India,New Zealand,35 runs,Napier,"Dec 29, 2002"
