Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 762,Sri Lanka,Australia,Sri Lanka,5 wickets,Colombo (RPS),"Sep 4, 1992"
ODI # 763,Sri Lanka,Australia,Australia,5 wickets,Colombo (RPS),"Sep 5, 1992"
ODI # 764,Zimbabwe,India,India,30 runs,Harare,"Oct 25, 1992"
ODI # 765,Zimbabwe,New Zealand,New Zealand,22 runs,Bulawayo,"Oct 31, 1992"
ODI # 766,Zimbabwe,New Zealand,New Zealand,4 wickets,Harare,"Nov 8, 1992"
ODI # 767,Pakistan,West Indies,Pakistan,5 wickets,Perth,"Dec 4, 1992"
ODI # 768,Sri Lanka,New Zealand,no result,,Colombo (RPS),"Dec 4, 1992"
ODI # 769,Australia,West Indies,West Indies,9 wickets,Perth,"Dec 6, 1992"
ODI # 770,South Africa,India,South Africa,6 wickets,Cape Town,"Dec 7, 1992"
ODI # 771,Australia,West Indies,Australia,14 runs,Sydney,"Dec 8, 1992"
ODI # 772,South Africa,India,South Africa,6 wickets,Port Elizabeth,"Dec 9, 1992"
ODI # 773,Australia,Pakistan,tied,,Hobart,"Dec 10, 1992"
ODI # 774,South Africa,India,India,4 wickets,Centurion,"Dec 11, 1992"
ODI # 775,Pakistan,West Indies,West Indies,4 runs,Adelaide,"Dec 12, 1992"
ODI # 776,Sri Lanka,New Zealand,Sri Lanka,8 wickets,Colombo (PSS),"Dec 12, 1992"
ODI # 777,Australia,Pakistan,Australia,8 wickets,Adelaide,"Dec 13, 1992"
ODI # 778,Sri Lanka,New Zealand,Sri Lanka,31 runs,Colombo (RPS),"Dec 13, 1992"
ODI # 779,South Africa,India,South Africa,6 wickets,Johannesburg,"Dec 13, 1992"
ODI # 780,Australia,West Indies,Australia,4 runs,Melbourne,"Dec 15, 1992"
ODI # 781,South Africa,India,South Africa,8 wickets,Bloemfontein,"Dec 15, 1992"
ODI # 782,Pakistan,West Indies,West Indies,133 runs,Sydney,"Dec 17, 1992"
ODI # 783,South Africa,India,South Africa,39 runs,Durban,"Dec 17, 1992"
ODI # 784,South Africa,India,India,5 wickets,East London,"Dec 19, 1992"
ODI # 785,New Zealand,Pakistan,Pakistan,50 runs,Wellington,"Dec 26, 1992"
ODI # 786,New Zealand,Pakistan,New Zealand,6 wickets,Napier,"Dec 28, 1992"
ODI # 787,New Zealand,Pakistan,New Zealand,6 wickets,Auckland,"Dec 30, 1992"
