Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 991,New Zealand,Sri Lanka,New Zealand,57 runs,Hamilton,"Mar 29, 1995"
ODI # 992,New Zealand,Sri Lanka,Sri Lanka,51 runs,Auckland,"Apr 1, 1995"
ODI # 993,Bangladesh,India,India,9 wickets,Sharjah,"Apr 5, 1995"
ODI # 994,Bangladesh,Sri Lanka,Sri Lanka,107 runs,Sharjah,"Apr 6, 1995"
ODI # 995,India,Pakistan,Pakistan,97 runs,Sharjah,"Apr 7, 1995"
ODI # 996,Bangladesh,Pakistan,Pakistan,6 wickets,Sharjah,"Apr 8, 1995"
ODI # 997,India,Sri Lanka,India,8 wickets,Sharjah,"Apr 9, 1995"
ODI # 998,Pakistan,Sri Lanka,Sri Lanka,5 wickets,Sharjah,"Apr 11, 1995"
ODI # 999,India,Sri Lanka,India,8 wickets,Sharjah,"Apr 14, 1995"
ODI # 1000,England,West Indies,West Indies,5 wickets,Nottingham,"May 24-25, 1995"
ODI # 1001,England,West Indies,England,25 runs,The Oval,"May 26, 1995"
ODI # 1002,England,West Indies,England,73 runs,Lord's,"May 28, 1995"
ODI # 1003,Pakistan,Sri Lanka,Pakistan,9 wickets,Gujranwala,"Sep 29, 1995"
ODI # 1004,Pakistan,Sri Lanka,Sri Lanka,49 runs,Faisalabad,"Oct 1, 1995"
ODI # 1005,Pakistan,Sri Lanka,Sri Lanka,4 wickets,Rawalpindi,"Oct 3, 1995"
ODI # 1006,Sri Lanka,West Indies,Sri Lanka,6 runs,Sharjah,"Oct 11, 1995"
ODI # 1007,Pakistan,Sri Lanka,Pakistan,82 runs,Sharjah,"Oct 12, 1995"
ODI # 1008,Pakistan,West Indies,Pakistan,15 runs,Sharjah,"Oct 13, 1995"
ODI # 1009,Pakistan,West Indies,West Indies,4 wickets,Sharjah,"Oct 15, 1995"
ODI # 1010,Sri Lanka,West Indies,West Indies,4 runs,Sharjah,"Oct 16, 1995"
ODI # 1011,Pakistan,Sri Lanka,Sri Lanka,8 wickets,Sharjah,"Oct 17, 1995"
ODI # 1012,Sri Lanka,West Indies,Sri Lanka,50 runs,Sharjah,"Oct 20, 1995"
ODI # 1013,Zimbabwe,South Africa,South Africa,134 runs,Harare,"Oct 21, 1995"
ODI # 1014,Zimbabwe,South Africa,South Africa,112 runs,Harare,"Oct 22, 1995"
ODI # 1015,India,New Zealand,New Zealand,8 wickets,Jamshedpur,"Nov 15, 1995"
ODI # 1016,India,New Zealand,India,6 wickets,Amritsar,"Nov 18, 1995"
ODI # 1017,India,New Zealand,India,5 wickets,Pune,"Nov 24, 1995"
ODI # 1018,India,New Zealand,New Zealand,99 runs,Nagpur,"Nov 26, 1995"
ODI # 1019,India,New Zealand,India,6 wickets,Mumbai (BS),"Nov 29, 1995"
ODI # 1020,New Zealand,Pakistan,Pakistan,20 runs,Dunedin,"Dec 15, 1995"
ODI # 1021,Sri Lanka,West Indies,Sri Lanka,4 wickets,Adelaide,"Dec 15, 1995"
ODI # 1022,New Zealand,Pakistan,New Zealand,1 wicket,Christchurch,"Dec 17, 1995"
ODI # 1023,Australia,West Indies,Australia,121 runs,Adelaide,"Dec 17, 1995"
ODI # 1024,Australia,West Indies,Australia,24 runs,Melbourne,"Dec 19, 1995"
ODI # 1025,New Zealand,Pakistan,Pakistan,54 runs,Wellington,"Dec 20, 1995"
ODI # 1026,Australia,Sri Lanka,Australia,5 wickets,Sydney,"Dec 21, 1995"
ODI # 1027,New Zealand,Pakistan,New Zealand,32 runs,Auckland,"Dec 23, 1995"
