Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 1614,Sri Lanka,South Africa,Sri Lanka,30 runs,Colombo (RPS),"Jul 14, 2000"
ODI # 1615,England,West Indies,England,10 wickets,Chester-le-Street,"Jul 15, 2000"
ODI # 1616,West Indies,Zimbabwe,Zimbabwe,6 wickets,Chester-le-Street,"Jul 16, 2000"
ODI # 1617,England,Zimbabwe,England,52 runs,Birmingham,"Jul 18, 2000"
ODI # 1618,England,West Indies,West Indies,3 runs,Nottingham,"Jul 20, 2000"
ODI # 1619,England,Zimbabwe,England,6 wickets,Lord's,"Jul 22, 2000"
ODI # 1620,Australia,South Africa,Australia,94 runs,Melbourne (Docklands),"Aug 16, 2000"
ODI # 1621,Australia,South Africa,tied,,Melbourne (Docklands),"Aug 18, 2000"
ODI # 1622,Australia,South Africa,South Africa,8 runs,Melbourne (Docklands),"Aug 20, 2000"
ODI # 1623,New Zealand,Pakistan,Pakistan,12 runs,Singapore,"Aug 20, 2000"
ODI # 1624,Pakistan,South Africa,Pakistan,28 runs,Singapore,"Aug 23, 2000"
ODI # 1625,New Zealand,South Africa,South Africa,8 wickets,Singapore,"Aug 25, 2000"
ODI # 1626,Pakistan,South Africa,South Africa,93 runs,Singapore,"Aug 27, 2000"
ODI # 1627,Zimbabwe,New Zealand,New Zealand,7 wickets,Harare,"Sep 27, 2000"
ODI # 1628,Zimbabwe,New Zealand,Zimbabwe,21 runs,Bulawayo,"Sep 30, 2000"
ODI # 1629,Zimbabwe,New Zealand,Zimbabwe,6 wickets,Bulawayo,"Oct 1, 2000"
ODI # 1630,Kenya,India,India,8 wickets,Nairobi (Gym),"Oct 3, 2000"
ODI # 1631,Sri Lanka,West Indies,Sri Lanka,108 runs,Nairobi (Gym),"Oct 4, 2000"
ODI # 1632,Bangladesh,England,England,8 wickets,Nairobi (Gym),"Oct 5, 2000"
ODI # 1633,Australia,India,India,20 runs,Nairobi (Gym),"Oct 7, 2000"
ODI # 1634,Pakistan,Sri Lanka,Pakistan,9 wickets,Nairobi (Gym),"Oct 8, 2000"
ODI # 1635,New Zealand,Zimbabwe,New Zealand,64 runs,Nairobi (Gym),"Oct 9, 2000"
ODI # 1636,England,South Africa,South Africa,8 wickets,Nairobi (Gym),"Oct 10, 2000"
ODI # 1637,New Zealand,Pakistan,New Zealand,4 wickets,Nairobi (Gym),"Oct 11, 2000"
ODI # 1638,India,South Africa,India,95 runs,Nairobi (Gym),"Oct 13, 2000"
ODI # 1639,India,New Zealand,New Zealand,4 wickets,Nairobi (Gym),"Oct 15, 2000"
ODI # 1640,India,Sri Lanka,Sri Lanka,5 wickets,Sharjah,"Oct 20, 2000"
ODI # 1641,South Africa,New Zealand,no result,,Potchefstroom,"Oct 20, 2000"
ODI # 1642,Sri Lanka,Zimbabwe,Sri Lanka,7 wickets,Sharjah,"Oct 21, 2000"
ODI # 1643,South Africa,New Zealand,South Africa,6 wickets,Benoni,"Oct 22, 2000"
ODI # 1644,India,Zimbabwe,India,13 runs,Sharjah,"Oct 22, 2000"
ODI # 1645,Pakistan,England,England,5 wickets,Karachi,"Oct 24, 2000"
ODI # 1646,Sri Lanka,Zimbabwe,Sri Lanka,123 runs,Sharjah,"Oct 25, 2000"
ODI # 1647,South Africa,New Zealand,South Africa,115 runs,Centurion,"Oct 25, 2000"
ODI # 1648,India,Zimbabwe,India,3 wickets,Sharjah,"Oct 26, 2000"
ODI # 1649,Pakistan,England,Pakistan,8 wickets,Lahore,"Oct 27, 2000"
ODI # 1650,India,Sri Lanka,Sri Lanka,68 runs,Sharjah,"Oct 27, 2000"
ODI # 1651,South Africa,New Zealand,South Africa,5 wickets,Kimberley,"Oct 28, 2000"
ODI # 1652,India,Sri Lanka,Sri Lanka,245 runs,Sharjah,"Oct 29, 2000"
ODI # 1653,Pakistan,England,Pakistan,6 wickets,Rawalpindi,"Oct 30, 2000"
ODI # 1654,South Africa,New Zealand,South Africa,6 wickets,Durban,"Nov 1, 2000"
ODI # 1655,South Africa,New Zealand,South Africa,3 wickets,Cape Town,"Nov 4, 2000"
ODI # 1656,India,Zimbabwe,India,3 wickets,Cuttack,"Dec 2, 2000"
ODI # 1657,India,Zimbabwe,India,61 runs,Ahmedabad,"Dec 5, 2000"
ODI # 1658,India,Zimbabwe,Zimbabwe,1 wicket,Jodhpur,"Dec 8, 2000"
ODI # 1659,India,Zimbabwe,India,9 wickets,Kanpur,"Dec 11, 2000"
ODI # 1660,India,Zimbabwe,India,39 runs,Rajkot,"Dec 14, 2000"
ODI # 1661,South Africa,Sri Lanka,South Africa,4 wickets,Port Elizabeth,"Dec 15, 2000"
ODI # 1662,South Africa,Sri Lanka,South Africa,95 runs,East London,"Dec 17, 2000"
