Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 895,New Zealand,Pakistan,New Zealand,7 wickets,Christchurch,"Mar 16, 1994"
ODI # 896,New Zealand,India,New Zealand,28 runs,Napier,"Mar 25, 1994"
ODI # 897,New Zealand,India,India,7 wickets,Auckland,"Mar 27, 1994"
ODI # 898,New Zealand,India,India,12 runs,Wellington,"Mar 30, 1994"
ODI # 899,New Zealand,India,New Zealand,6 wickets,Christchurch,"Apr 2, 1994"
ODI # 900,South Africa,Australia,Australia,7 wickets,East London,"Apr 2, 1994"
ODI # 901,South Africa,Australia,South Africa,26 runs,Port Elizabeth,"Apr 4, 1994"
ODI # 902,South Africa,Australia,Australia,36 runs,Cape Town,"Apr 6, 1994"
ODI # 903,South Africa,Australia,Australia,1 run,Bloemfontein,"Apr 8, 1994"
ODI # 904,U.A.E.,India,India,71 runs,Sharjah,"Apr 13, 1994"
ODI # 905,Australia,Sri Lanka,Australia,9 wickets,Sharjah,"Apr 14, 1994"
ODI # 906,India,Pakistan,Pakistan,6 wickets,Sharjah,"Apr 15, 1994"
ODI # 907,Australia,New Zealand,Australia,7 wickets,Sharjah,"Apr 16, 1994"
ODI # 908,U.A.E.,Pakistan,Pakistan,9 wickets,Sharjah,"Apr 17, 1994"
ODI # 909,New Zealand,Sri Lanka,New Zealand,2 runs,Sharjah,"Apr 18, 1994"
ODI # 910,Australia,India,India,7 wickets,Sharjah,"Apr 19, 1994"
ODI # 911,New Zealand,Pakistan,Pakistan,62 runs,Sharjah,"Apr 20, 1994"
ODI # 912,India,Pakistan,Pakistan,39 runs,Sharjah,"Apr 22, 1994"
ODI # 913,England,New Zealand,England,42 runs,Birmingham,"May 19, 1994"
ODI # 914,Sri Lanka,Pakistan,Pakistan,9 wickets,Colombo (RPS),"Aug 3, 1994"
ODI # 915,Sri Lanka,Pakistan,Sri Lanka,7 wickets,Colombo (RPS),"Aug 6, 1994"
ODI # 916,Sri Lanka,Pakistan,Pakistan,19 runs,Colombo (SSC),"Aug 7, 1994"
ODI # 917,Sri Lanka,Pakistan,Pakistan,5 wickets,Colombo (SSC),"Aug 22, 1994"
ODI # 918,Sri Lanka,Pakistan,Pakistan,27 runs,Colombo (RPS),"Aug 24, 1994"
ODI # 919,England,South Africa,England,6 wickets,Birmingham,"Aug 25, 1994"
ODI # 920,England,South Africa,England,4 wickets,Manchester,"Aug 27-28, 1994"
ODI # 921,Sri Lanka,India,no result,,Colombo (RPS),"Sep 4, 1994"
ODI # 922,Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Sep 5, 1994"
ODI # 923,Australia,Pakistan,Australia,28 runs,Colombo (SSC),"Sep 7, 1994"
ODI # 924,Australia,India,India,31 runs,Colombo (RPS),"Sep 9, 1994"
ODI # 925,Sri Lanka,Pakistan,Sri Lanka,7 wickets,Colombo (SSC),"Sep 11, 1994"
ODI # 926,Sri Lanka,Australia,Sri Lanka,6 wickets,Colombo (PSS),"Sep 13, 1994"
ODI # 927,Sri Lanka,India,India,6 wickets,Colombo (SSC),"Sep 17, 1994"
ODI # 928,Australia,South Africa,Australia,6 runs,Lahore,"Oct 12, 1994"
ODI # 929,Pakistan,Australia,Australia,7 wickets,Multan,"Oct 14, 1994"
ODI # 930,Pakistan,South Africa,Pakistan,8 wickets,Karachi,"Oct 16, 1994"
ODI # 931,India,West Indies,West Indies,96 runs,Faridabad,"Oct 17, 1994"
ODI # 932,Australia,South Africa,Australia,22 runs,Faisalabad,"Oct 18, 1994"
ODI # 933,India,West Indies,India,8 runs,Mumbai,"Oct 20, 1994"
ODI # 934,Pakistan,South Africa,Pakistan,39 runs,Rawalpindi,"Oct 20, 1994"
ODI # 935,Pakistan,Australia,Pakistan,9 wickets,Rawalpindi,"Oct 22, 1994"
ODI # 936,India,West Indies,India,4 wickets,Chennai,"Oct 23, 1994"
ODI # 937,Australia,South Africa,Australia,3 wickets,Peshawar,"Oct 24, 1994"
ODI # 938,New Zealand,West Indies,no result,,Margao,"Oct 26, 1994"
ODI # 939,India,New Zealand,India,7 wickets,Vadodara,"Oct 28, 1994"
ODI # 940,Pakistan,South Africa,Pakistan,6 wickets,Faisalabad,"Oct 28, 1994"
ODI # 941,India,West Indies,West Indies,46 runs,Kanpur,"Oct 30, 1994"
ODI # 942,Pakistan,Australia,Australia,64 runs,Lahore,"Oct 30, 1994"
ODI # 943,New Zealand,West Indies,West Indies,135 runs,Guwahati,"Nov 1, 1994"
ODI # 944,India,New Zealand,India,107 runs,Delhi,"Nov 3, 1994"
ODI # 945,Zimbabwe,Sri Lanka,Sri Lanka,56 runs,Harare,"Nov 3, 1994"
ODI # 946,Zimbabwe,Sri Lanka,Zimbabwe,2 runs,Harare,"Nov 5, 1994"
ODI # 947,India,West Indies,India,72 runs,Kolkata,"Nov 5, 1994"
ODI # 948,Zimbabwe,Sri Lanka,Sri Lanka,191 runs,Harare,"Nov 6, 1994"
ODI # 949,India,West Indies,India,4 runs,Visakhapatnam,"Nov 7, 1994"
ODI # 950,India,West Indies,India,8 wickets,Cuttack,"Nov 9, 1994"
ODI # 951,India,West Indies,India,5 runs,Jaipur,"Nov 11, 1994"
ODI # 952,Australia,Zimbabwe,Australia,2 wickets,Perth,"Dec 2, 1994"
ODI # 953,Pakistan,Sri Lanka,Pakistan,6 wickets,Durban,"Dec 2, 1994"
ODI # 954,Pakistan,Sri Lanka,Pakistan,12 runs,Centurion,"Dec 4, 1994"
ODI # 955,Australia,England,Australia,28 runs,Sydney,"Dec 6, 1994"
ODI # 956,South Africa,New Zealand,South Africa,69 runs,Cape Town,"Dec 6, 1994"
ODI # 957,Australia,Zimbabwe,Australia,84 runs,Hobart,"Dec 8, 1994"
ODI # 958,New Zealand,Sri Lanka,no result,,Bloemfontein,"Dec 8, 1994"
ODI # 959,South Africa,Pakistan,South Africa,7 wickets,Johannesburg,"Dec 10, 1994"
ODI # 960,South Africa,New Zealand,South Africa,81 runs,Centurion,"Dec 11, 1994"
ODI # 961,New Zealand,Pakistan,Pakistan,5 wickets,Port Elizabeth,"Dec 13, 1994"
ODI # 962,England,Zimbabwe,Zimbabwe,13 runs,Sydney,"Dec 15, 1994"
ODI # 963,South Africa,Sri Lanka,Sri Lanka,35 runs,Bloemfontein,"Dec 15, 1994"
ODI # 964,South Africa,Pakistan,Pakistan,8 wickets,Durban,"Dec 17, 1994"
ODI # 965,New Zealand,Sri Lanka,Sri Lanka,5 wickets,East London,"Dec 18, 1994"
ODI # 966,New Zealand,Pakistan,Pakistan,5 wickets,East London,"Dec 19, 1994"
ODI # 967,South Africa,Sri Lanka,South Africa,44 runs,Port Elizabeth,"Dec 21, 1994"
