Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 196,Sri Lanka,Australia,no result,,Colombo (SSC),"Apr 30, 1983"
ODI # 197,England,New Zealand,England,106 runs,The Oval,"Jun 9, 1983"
ODI # 198,Pakistan,Sri Lanka,Pakistan,50 runs,Swansea,"Jun 9, 1983"
ODI # 199,Australia,Zimbabwe,Zimbabwe,13 runs,Nottingham,"Jun 9, 1983"
ODI # 200,India,West Indies,India,34 runs,Manchester,"Jun 9-10, 1983"
ODI # 201,England,Sri Lanka,England,47 runs,Taunton,"Jun 11, 1983"
ODI # 202,New Zealand,Pakistan,New Zealand,52 runs,Birmingham,"Jun 11-12, 1983"
ODI # 203,Australia,West Indies,West Indies,101 runs,Leeds,"Jun 11-12, 1983"
ODI # 204,India,Zimbabwe,India,5 wickets,Leicester,"Jun 11, 1983"
ODI # 205,England,Pakistan,England,8 wickets,Lord's,"Jun 13, 1983"
ODI # 206,New Zealand,Sri Lanka,New Zealand,5 wickets,Bristol,"Jun 13, 1983"
ODI # 207,Australia,India,Australia,162 runs,Nottingham,"Jun 13, 1983"
ODI # 208,West Indies,Zimbabwe,West Indies,8 wickets,Worcester,"Jun 13, 1983"
ODI # 209,England,New Zealand,New Zealand,2 wickets,Birmingham,"Jun 15, 1983"
ODI # 210,India,West Indies,West Indies,66 runs,The Oval,"Jun 15, 1983"
ODI # 211,Pakistan,Sri Lanka,Pakistan,11 runs,Leeds,"Jun 16, 1983"
ODI # 212,Australia,Zimbabwe,Australia,32 runs,Southampton,"Jun 16, 1983"
ODI # 213,England,Pakistan,England,7 wickets,Manchester,"Jun 18, 1983"
ODI # 214,New Zealand,Sri Lanka,Sri Lanka,3 wickets,Derby,"Jun 18, 1983"
ODI # 215,Australia,West Indies,West Indies,7 wickets,Lord's,"Jun 18, 1983"
ODI # 216,India,Zimbabwe,India,31 runs,Tunbridge Wells,"Jun 18, 1983"
ODI # 217,England,Sri Lanka,England,9 wickets,Leeds,"Jun 20, 1983"
ODI # 218,New Zealand,Pakistan,Pakistan,11 runs,Nottingham,"Jun 20, 1983"
ODI # 219,Australia,India,India,118 runs,Chelmsford,"Jun 20, 1983"
ODI # 220,West Indies,Zimbabwe,West Indies,10 wickets,Birmingham,"Jun 20, 1983"
ODI # 221,England,India,India,6 wickets,Manchester,"Jun 22, 1983"
ODI # 222,Pakistan,West Indies,West Indies,8 wickets,The Oval,"Jun 22, 1983"
ODI # 223,India,West Indies,India,43 runs,Lord's,"Jun 25, 1983"
ODI # 224,India,Pakistan,India,4 wickets,Hyderabad (Deccan),"Sep 10, 1983"
ODI # 225,India,Pakistan,India,4 wickets,Jaipur,"Oct 2, 1983"
ODI # 226,India,West Indies,West Indies,28 runs,Srinagar,"Oct 13, 1983"
ODI # 227,India,West Indies,West Indies,4 wickets,Vadodara,"Nov 9, 1983"
ODI # 228,India,West Indies,West Indies,8 wickets,Indore,"Dec 1, 1983"
ODI # 229,India,West Indies,West Indies,104 runs,Jamshedpur,"Dec 7, 1983"
ODI # 230,India,West Indies,West Indies,6 wickets,Guwahati,"Dec 17, 1983"
