,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
35,Pakistan,Sri Lanka,Sri Lanka,5 wickets,Dhaka,"Mar 8, 2014",ODI # 3486
36,Afghanistan,Hong Kong,Afghanistan,6 wickets,Kuala Lumpur,"May 1, 2014",ODI # 3487
37,Afghanistan,U.A.E.,Afghanistan,70 runs,Kuala Lumpur,"May 2, 2014",ODI # 3488
38,Hong Kong,U.A.E.,U.A.E.,2 wickets,Kuala Lumpur,"May 4, 2014",ODI # 3489
39,Ireland,Sri Lanka,Sri Lanka,79 runs,Dublin,"May 6, 2014",ODI # 3490
40,Scotland,England,England,39 runs,Aberdeen,"May 9, 2014",ODI # 3491
41,England,Sri Lanka,England,81 runs,The Oval,"May 22, 2014",ODI # 3492
42,England,Sri Lanka,Sri Lanka,157 runs,Chester-le-Street,"May 25, 2014",ODI # 3493
43,England,Sri Lanka,England,10 wickets,Manchester,"May 28, 2014",ODI # 3494
44,England,Sri Lanka,Sri Lanka,7 runs,Lord's,"May 31, 2014",ODI # 3495
45,England,Sri Lanka,Sri Lanka,6 wickets,Birmingham,"Jun 3, 2014",ODI # 3496
46,Bangladesh,India,India,7 wickets,Dhaka,"Jun 15, 2014",ODI # 3497
47,Bangladesh,India,India,47 runs,Dhaka,"Jun 17, 2014",ODI # 3498
48,Bangladesh,India,no result,,Dhaka,"Jun 19, 2014",ODI # 3499
49,Sri Lanka,South Africa,South Africa,75 runs,Colombo (RPS),"Jul 6, 2014",ODI # 3500
50,Sri Lanka,South Africa,Sri Lanka,87 runs,Pallekele,"Jul 9, 2014",ODI # 3501
51,Sri Lanka,South Africa,South Africa,82 runs,Hambantota,"Jul 12, 2014",ODI # 3502
52,Zimbabwe,Afghanistan,Zimbabwe,6 wickets,Bulawayo,"Jul 18, 2014",ODI # 3503
53,Zimbabwe,Afghanistan,Zimbabwe,8 wickets,Bulawayo,"Jul 20, 2014",ODI # 3504
54,Zimbabwe,Afghanistan,Afghanistan,2 wickets,Bulawayo,"Jul 22, 2014",ODI # 3505
55,Zimbabwe,Afghanistan,Afghanistan,100 runs,Bulawayo,"Jul 24, 2014",ODI # 3506
56,Zimbabwe,South Africa,South Africa,93 runs,Bulawayo,"Aug 17, 2014",ODI # 3507
57,Zimbabwe,South Africa,South Africa,61 runs,Bulawayo,"Aug 19, 2014",ODI # 3508
58,West Indies,Bangladesh,West Indies,3 wickets,St George's,"Aug 20, 2014",ODI # 3509
59,Zimbabwe,South Africa,South Africa,7 wickets,Bulawayo,"Aug 21, 2014",ODI # 3510
60,West Indies,Bangladesh,West Indies,177 runs,St George's,"Aug 22, 2014",ODI # 3511
61,Sri Lanka,Pakistan,Pakistan,4 wickets,Hambantota,"Aug 23, 2014",ODI # 3512
62,Zimbabwe,Australia,Australia,198 runs,Harare,"Aug 25, 2014",ODI # 3513
63,West Indies,Bangladesh,West Indies,91 runs,Basseterre,"Aug 25, 2014",ODI # 3514
64,Sri Lanka,Pakistan,Sri Lanka,77 runs,Hambantota,"Aug 26, 2014",ODI # 3515
65,Australia,South Africa,South Africa,7 wickets,Harare,"Aug 27, 2014",ODI # 3516
66,England,India,India,133 runs,Cardiff,"Aug 27, 2014",ODI # 3517
67,Zimbabwe,South Africa,South Africa,61 runs,Harare,"Aug 29, 2014",ODI # 3518
68,Sri Lanka,Pakistan,Sri Lanka,7 wickets,Dambulla,"Aug 30, 2014",ODI # 3519
69,England,India,India,6 wickets,Nottingham,"Aug 30, 2014",ODI # 3520
70,Zimbabwe,Australia,Zimbabwe,3 wickets,Harare,"Aug 31, 2014",ODI # 3521
71,Australia,South Africa,Australia,62 runs,Harare,"Sep 2, 2014",ODI # 3522
72,England,India,India,9 wickets,Birmingham,"Sep 2, 2014",ODI # 3523
73,Zimbabwe,South Africa,South Africa,63 runs,Harare,"Sep 4, 2014",ODI # 3524
74,England,India,England,41 runs,Leeds,"Sep 5, 2014",ODI # 3525
75,Australia,South Africa,South Africa,6 wickets,Harare,"Sep 6, 2014",ODI # 3526
76,Ireland,Scotland,Ireland,7 wickets,Dublin (Malahide),"Sep 8, 2014",ODI # 3527
77,Ireland,Scotland,Ireland,3 wickets,Dublin (Malahide),"Sep 10, 2014",ODI # 3528
78,Ireland,Scotland,Scotland,8 wickets,Dublin (Malahide),"Sep 12, 2014",ODI # 3529
79,Australia,Pakistan,Australia,93 runs,Sharjah,"Oct 7, 2014",ODI # 3530
80,India,West Indies,West Indies,124 runs,Kochi,"Oct 8, 2014",ODI # 3531
81,Australia,Pakistan,Australia,5 wickets,Dubai (DSC),"Oct 10, 2014",ODI # 3532
82,India,West Indies,India,48 runs,Delhi,"Oct 11, 2014",ODI # 3533
83,Australia,Pakistan,Australia,1 run,Abu Dhabi,"Oct 12, 2014",ODI # 3534
84,India,West Indies,India,59 runs,Dharamsala,"Oct 17, 2014",ODI # 3535
85,New Zealand,South Africa,South Africa,6 wickets,Mount Maunganui,"Oct 21, 2014",ODI # 3536
86,New Zealand,South Africa,South Africa,72 runs,Mount Maunganui,"Oct 24, 2014",ODI # 3537
87,New Zealand,South Africa,no result,,Hamilton,"Oct 27, 2014",ODI # 3538
88,India,Sri Lanka,India,169 runs,Cuttack,"Nov 2, 2014",ODI # 3539
89,India,Sri Lanka,India,6 wickets,Ahmedabad,"Nov 6, 2014",ODI # 3540
90,Hong Kong,P.N.G.,P.N.G.,4 wickets,Townsville,"Nov 8, 2014",ODI # 3541
91,Hong Kong,P.N.G.,P.N.G.,3 wickets,Townsville,"Nov 9, 2014",ODI # 3542
92,India,Sri Lanka,India,6 wickets,Hyderabad (Deccan),"Nov 9, 2014",ODI # 3543
93,India,Sri Lanka,India,153 runs,Kolkata,"Nov 13, 2014",ODI # 3544
94,Australia,South Africa,Australia,32 runs,Perth,"Nov 14, 2014",ODI # 3545
95,Australia,South Africa,South Africa,3 wickets,Perth,"Nov 16, 2014",ODI # 3546
96,India,Sri Lanka,India,3 wickets,Ranchi,"Nov 16, 2014",ODI # 3547
97,Australia,South Africa,Australia,73 runs,Canberra,"Nov 19, 2014",ODI # 3548
98,Australia,South Africa,Australia,3 wickets,Melbourne,"Nov 21, 2014",ODI # 3549
99,Bangladesh,Zimbabwe,Bangladesh,87 runs,Chittagong,"Nov 21, 2014",ODI # 3550
100,Australia,South Africa,Australia,2 wickets,Sydney,"Nov 23, 2014",ODI # 3551
101,Bangladesh,Zimbabwe,Bangladesh,68 runs,Chittagong,"Nov 23, 2014",ODI # 3552
102,Bangladesh,Zimbabwe,Bangladesh,124 runs,Dhaka,"Nov 26, 2014",ODI # 3553
103,Sri Lanka,England,Sri Lanka,25 runs,Colombo (RPS),"Nov 26, 2014",ODI # 3554
104,Bangladesh,Zimbabwe,Bangladesh,21 runs,Dhaka,"Nov 28, 2014",ODI # 3555
105,U.A.E.,Afghanistan,U.A.E.,5 wickets,ICCA Dubai,"Nov 28, 2014",ODI # 3556
106,Sri Lanka,England,Sri Lanka,8 wickets,Colombo (RPS),"Nov 29, 2014",ODI # 3557
107,U.A.E.,Afghanistan,U.A.E.,6 wickets,ICCA Dubai,"Nov 30, 2014",ODI # 3558
108,Bangladesh,Zimbabwe,Bangladesh,5 wickets,Dhaka,"Dec 1, 2014",ODI # 3559
109,U.A.E.,Afghanistan,Afghanistan,2 wickets,ICCA Dubai,"Dec 2, 2014",ODI # 3560
110,Sri Lanka,England,England,5 wickets,Hambantota,"Dec 3, 2014",ODI # 3561
111,U.A.E.,Afghanistan,U.A.E.,30 runs,ICCA Dubai,"Dec 4, 2014",ODI # 3562
112,Sri Lanka,England,Sri Lanka,6 wickets,Colombo (RPS),"Dec 7, 2014",ODI # 3563
113,New Zealand,Pakistan,Pakistan,3 wickets,Dubai (DSC),"Dec 8, 2014",ODI # 3564
114,Sri Lanka,England,England,5 wickets,Pallekele,"Dec 10-11, 2014",ODI # 3565
115,New Zealand,Pakistan,New Zealand,4 wickets,Sharjah,"Dec 12, 2014",ODI # 3566
116,Sri Lanka,England,Sri Lanka,90 runs,Pallekele,"Dec 13, 2014",ODI # 3567
117,New Zealand,Pakistan,Pakistan,147 runs,Sharjah,"Dec 14, 2014",ODI # 3568
118,Sri Lanka,England,Sri Lanka,87 runs,Colombo (RPS),"Dec 16, 2014",ODI # 3569
119,New Zealand,Pakistan,New Zealand,7 runs,Abu Dhabi,"Dec 17, 2014",ODI # 3570
120,New Zealand,Pakistan,New Zealand,68 runs,Abu Dhabi,"Dec 19, 2014",ODI # 3571
